id,skill,expected_content,question,text,category,follow_up_answer,answer,confidence,created_at,interview_id,candidate_id,action
2866,"Programming Basics","You can implement inheritance by defining a new class that derives from an existing class, allowing it to inherit attributes and methods.","How do you implement inheritance in Python?","Uh, I don't know, uh, full of, uh, Python. Only learned Python basic, but, uh, why do you inheritance use in this double object concept? Uh, that's I know, because reusing properties and behaviors, uh, from a parent class for... That the use of, uh, inheritance.",answer,NULL,"Uh, I don't know, uh, full of, uh, Python. Only learned Python basic, but, uh, why do you inheritance use in this double object concept? Uh, that's I know, because reusing properties and behaviors, uh, from a parent class for... That the use of, uh, inheritance.",0.85,"2025-07-19 05:26:00",252,997,NULL
2867,"Programming Basics","Inheritance is implemented by creating a new class that derives from an existing class, allowing it to inherit properties and methods.","How do you implement inheritance in object-oriented programming?","Inheritance, object oriented programming is a feel good, uh, programming.",answer,NULL,"Inheritance, object oriented programming is a feel good, uh, programming.",0.85,"2025-07-19 05:26:29",252,997,NULL
2868,"OOP Basic","A singleton class restricts the instantiation of a class to one single instance, often used for managing shared resources like configuration settings or logging.","Can you explain the concept of a singleton class and its use cases?","Um, I have no idea of, uh, Singleton class and the use cases. Um, but I know the use cases in my college, uh-",answer,NULL,"Um, I have no idea of, uh, Singleton class and the use cases. Um, but I know the use cases in my college, uh-",0.85,"2025-07-19 05:27:04",252,997,NULL
2869,"OOP Basic","Exceptions can be handled using try-catch blocks, allowing the program to continue running or to gracefully handle errors without crashing.","How do you handle exceptions in OOP?","Yeah, I handle exception is the try catch finally blocks because, uh, uh, they use these exceptions. Uh, mm, many error handling, mostly error handling. Uh, is use these exceptions.",answer,NULL,"Yeah, I handle exception is the try catch finally blocks because, uh, uh, they use these exceptions. Uh, mm, many error handling, mostly error handling. Uh, is use these exceptions.",0.85,"2025-07-19 05:27:47",252,997,NULL
2870,"Data Structures & Algorithms","A BST is a binary tree where the left child is smaller and the right child is larger. Inserting a node maintains this order, while deleting follows specific rules to preserve the BST property.","Describe the concept of a binary search tree (BST) and how it maintains the order of elements. Provide an example of inserting and deleting nodes in a BST.","Um, yeah, uh, binary search is a, um, data structure and algorithm subject. Um, I know the binary search algorithm, uh, binary search tree. It's, uh, remove, uh- um, that is delete in the, uh-",answer,NULL,"Um, yeah, uh, binary search is a, um, data structure and algorithm subject. Um, I know the binary search algorithm, uh, binary search tree. It's, uh, remove, uh- um, that is delete in the, uh-",0.85,"2025-07-19 05:28:44",252,997,NULL
2871,"Data Structures & Algorithms","Dynamic programming is a method for solving complex problems by breaking them down into simpler subproblems. An example application is the Fibonacci sequence calculation.","Describe the concept of dynamic programming and provide a real-world problem where it can be applied.","Dynamic programming and provider real world problem. Um, actually, I have no idea for this heading. Uh, but I know the real world problems because I work, uh, previously in my office, so I know how to solve real world problems.",answer,NULL,"Dynamic programming and provider real world problem. Um, actually, I have no idea for this heading. Uh, but I know the real world problems because I work, uh, previously in my office, so I know how to solve real world problems.",0.85,"2025-07-19 05:29:40",252,997,NULL
2872,"REST APIs","Effective documentation includes clear descriptions of endpoints, request/response formats, authentication methods, and examples to guide developers.","How do you document a REST API effectively","I have no idea for this REST API.",answer,NULL,"I have no idea for this REST API.",0.95,"2025-07-19 05:30:09",252,997,NULL
2873,"REST APIs","Rate limiting can be implemented using middleware to track the number of requests from a client and restrict access based on predefined limits.","How do you implement rate limiting in a REST API","Um, sorry I don't learn REST API but in case uh- Mm-hmm. -a company will need a, uh, a REST API then I learn the REST API and-",answer,NULL,"Um, sorry I don't learn REST API but in case uh- Mm-hmm. -a company will need a, uh, a REST API then I learn the REST API and-",0.85,"2025-07-19 05:30:49",252,997,NULL
2874,Git,"A fast-forward merge occurs when the branch being merged has all the commits of the target branch, allowing Git to simply move the pointer forward. A three-way merge happens when there are divergent changes, requiring Git to create a new commit that combines the changes from both branches.","Can you explain the difference between a fast-forward merge and a three-way merge in Git","Sorry, I don't know. Uh, fast forward which and three play which. I don't know. Sorry.",answer,NULL,"Sorry, I don't know. Uh, fast forward which and three play which. I don't know. Sorry.",0.85,"2025-07-19 05:31:27",252,997,NULL
2875,Git,"A remote repository is a version of your project that is hosted on a server, allowing multiple collaborators to access and contribute to the project","What is a remote repository in Git","I have no idea for this.",answer,NULL,"I have no idea for this.",0.95,"2025-07-19 05:31:59",252,997,NULL
2876,"Manual Testing","Boundary value analysis involves testing the boundaries of input ranges, while equivalence partitioning divides the input domain into classes of data to reduce the number of test cases. For example, for a range of values from 1 to 100, boundary value analysis would test 0, 1, 100, and 101, while equivalence partitioning would test values like -1, 50, and 101.","What is boundary value analysis and equivalence partitioning in software testing? Provide an example to illustrate each technique.","Ah, analysis is and equivalence partitioning and software testing is a need of the project mainly. Um, every project have, uh, um, have want a analysis and, uh, um, testing because ah...",answer,NULL,"Ah, analysis is and equivalence partitioning and software testing is a need of the project mainly. Um, every project have, uh, um, have want a analysis and, uh, um, testing because ah...",0.85,"2025-07-19 05:32:50",252,997,NULL
